r01,r12,r23,r3x
s164,0.0451977401129944,0.299435028248588,0.248587570621469,0.406779661016949
s165,0.0116279069767442,0.267441860465116,0.348837209302326,0.372093023255814
s166,0.0885416666666667,0.255208333333333,0.302083333333333,0.354166666666667
s167,0.0786516853932584,0.432584269662921,0.308988764044944,0.179775280898876
s168,0.688235294117647,0.229411764705882,0.0529411764705882,0.0294117647058824
s169,0.711864406779661,0.180790960451977,0.0677966101694915,0.0395480225988701
s170,0.0714285714285714,0.307692307692308,0.274725274725275,0.346153846153846
s171,0.333333333333333,0.44973544973545,0.137566137566138,0.0793650793650794
s172,0.0765027322404372,0.289617486338798,0.327868852459016,0.306010928961749
s173,0.725274725274725,0.214285714285714,0.0384615384615385,0.021978021978022
s174,0.0338983050847458,0.265536723163842,0.310734463276836,0.389830508474576
s175,0.0348837209302326,0.465116279069767,0.325581395348837,0.174418604651163
s176,0.00520833333333333,0.0729166666666667,0.15625,0.765625
s177,0.0674157303370786,0.365168539325843,0.280898876404494,0.286516853932584
s178,0.0352941176470588,0.370588235294118,0.270588235294118,0.323529411764706
s179,0.824858757062147,0.107344632768362,0.0338983050847458,0.0338983050847458
s180,0.043956043956044,0.159340659340659,0.225274725274725,0.571428571428571
s181,0.19047619047619,0.486772486772487,0.216931216931217,0.105820105820106
s182,0.0601092896174863,0.355191256830601,0.262295081967213,0.322404371584699
s183,0.037037037037037,0.216931216931217,0.708994708994709,0.037037037037037
s184,0.19774011299435,0.485875706214689,0.242937853107345,0.0734463276836158
s185,0.0290697674418605,0.290697674418605,0.401162790697674,0.27906976744186
s186,0.458333333333333,0.34375,0.125,0.0729166666666667
s187,0.162921348314607,0.48876404494382,0.219101123595506,0.129213483146067
s188,0.0235294117647059,0.0823529411764706,0.235294117647059,0.658823529411765
s189,0.0395480225988701,0.288135593220339,0.322033898305085,0.350282485875706
s190,0.0384615384615385,0.285714285714286,0.313186813186813,0.362637362637363
s191,0.464589235127479,0.0679886685552408,0.0028328611898017,0.464589235127479
s192,0.0989010989010989,0.417582417582418,0.285714285714286,0.197802197802198
s193,0.707182320441989,0.220994475138122,0.0607734806629834,0.0110497237569061
s194,0.0790960451977401,0.401129943502825,0.27683615819209,0.242937853107345
s195,0.0813953488372093,0.290697674418605,0.395348837209302,0.232558139534884
s196,0.786458333333333,0.135416666666667,0.0520833333333333,0.0260416666666667
s197,0.101123595505618,0.48314606741573,0.269662921348315,0.146067415730337
s198,0.440789473684211,0.105263157894737,0.0131578947368421,0.440789473684211
s199,0.864406779661017,0.107344632768362,0.0112994350282486,0.0169491525423729
s200,0.56043956043956,0.32967032967033,0.104395604395604,0.00549450549450549
s201,0.0105820105820106,0.169312169312169,0.365079365079365,0.455026455026455
s202,0.0659340659340659,0.291208791208791,0.346153846153846,0.296703296703297
s203,0.021978021978022,0.21978021978022,0.362637362637363,0.395604395604396
s204,0.0395480225988701,0.412429378531073,0.293785310734463,0.254237288135593
s205,0.203488372093023,0.383720930232558,0.284883720930233,0.127906976744186
s206,0.557291666666667,0.34375,0.0729166666666667,0.0260416666666667
s207,0.848314606741573,0.134831460674157,0.00561797752808989,0.0112359550561798
s208,0.0882352941176471,0.441176470588235,0.270588235294118,0.2
s209,0.101694915254237,0.288135593220339,0.31638418079096,0.293785310734463
s210,0.0164835164835165,0.208791208791209,0.28021978021978,0.494505494505495
s211,0.846560846560847,0.111111111111111,0.037037037037037,0.00529100529100529
s212,0.278688524590164,0.300546448087432,0.284153005464481,0.136612021857924
s213,0.115384615384615,0.313186813186813,0.307692307692308,0.263736263736264
s214,0.389830508474576,0.423728813559322,0.11864406779661,0.0677966101694915
s215,0.0348837209302326,0.244186046511628,0.453488372093023,0.267441860465116
s216,0.59375,0.265625,0.0729166666666667,0.0677083333333333
s217,0.601123595505618,0.252808988764045,0.0842696629213483,0.0617977528089888
s218,0.0529411764705882,0.147058823529412,0.241176470588235,0.558823529411765
s219,0.0338983050847458,0.0621468926553672,0.220338983050847,0.68361581920904
s220,0.482954545454545,0.0255681818181818,0.00852272727272727,0.482954545454545
s221,0.0740740740740741,0.132275132275132,0.238095238095238,0.555555555555556
s222,0.351648351648352,0.412087912087912,0.159340659340659,0.0769230769230769
s223,0.582417582417582,0.285714285714286,0.0989010989010989,0.032967032967033
s224,0.0790960451977401,0.429378531073446,0.288135593220339,0.203389830508475
s225,0.232558139534884,0.482558139534884,0.174418604651163,0.11046511627907
s226,0.0260416666666667,0.135416666666667,0.375,0.463541666666667
s227,0.0224719101123595,0.337078651685393,0.297752808988764,0.342696629213483
s228,0.0176470588235294,0.264705882352941,0.294117647058824,0.423529411764706
s229,0.593220338983051,0.259887005649718,0.107344632768362,0.0395480225988701
s230,0.010989010989011,0.115384615384615,0.357142857142857,0.516483516483517
s231,0.735449735449735,0.158730158730159,0.0740740740740741,0.0317460317460317
s232,0.137362637362637,0.456043956043956,0.241758241758242,0.164835164835165
s233,0.335164835164835,0.379120879120879,0.164835164835165,0.120879120879121
s234,0.0225988700564972,0.180790960451977,0.333333333333333,0.463276836158192
s235,0.0813953488372093,0.5,0.313953488372093,0.104651162790698
s236,0.0416666666666667,0.135416666666667,0.328125,0.494791666666667
s237,0.662921348314607,0.258426966292135,0.0449438202247191,0.0337078651685393
s238,0.176470588235294,0.341176470588235,0.241176470588235,0.241176470588235
s239,0.0621468926553672,0.23728813559322,0.355932203389831,0.344632768361582
s240,0.0659340659340659,0.269230769230769,0.307692307692308,0.357142857142857
s241,0.174603174603175,0.317460317460317,0.195767195767196,0.312169312169312
s242,0.0604395604395604,0.175824175824176,0.263736263736264,0.5
s243,0.0714285714285714,0.225274725274725,0.395604395604396,0.307692307692308
s244,0.406779661016949,0.429378531073446,0.129943502824859,0.0338983050847458
s245,0.773255813953488,0.156976744186047,0.0465116279069767,0.0232558139534884
s246,0.869791666666667,0.09375,0.015625,0.0208333333333333
s247,0.0393258426966292,0.213483146067416,0.331460674157303,0.415730337078652
s248,0.105882352941176,0.417647058823529,0.270588235294118,0.205882352941176
s249,0.0169491525423729,0.271186440677966,0.418079096045198,0.293785310734463
s250,0.340659340659341,0.406593406593407,0.153846153846154,0.0989010989010989
s251,0.0476190476190476,0.35978835978836,0.333333333333333,0.259259259259259
s252,0.852459016393443,0.0983606557377049,0.0218579234972678,0.0273224043715847
s253,0.09,0.24,0.58,0.09
s254,0.423728813559322,0.389830508474576,0.152542372881356,0.0338983050847458
s255,0.296511627906977,0.395348837209302,0.232558139534884,0.0755813953488372
s256,0.015625,0.130208333333333,0.333333333333333,0.520833333333333
s257,0.0280898876404494,0.359550561797753,0.314606741573034,0.297752808988764
s258,0.0647058823529412,0.417647058823529,0.252941176470588,0.264705882352941
s259,0.0112994350282486,0.225988700564972,0.305084745762712,0.457627118644068
s260,0.197802197802198,0.472527472527473,0.203296703296703,0.126373626373626
s261,0.328042328042328,0.523809523809524,0.105820105820106,0.0423280423280423
s262,0.0218579234972678,0.158469945355191,0.295081967213115,0.524590163934426
s263,0.164835164835165,0.445054945054945,0.269230769230769,0.120879120879121
s264,0.161137440758294,0.218009478672986,0.459715639810427,0.161137440758294
s265,0.436046511627907,0.313953488372093,0.13953488372093,0.11046511627907
s266,0.208333333333333,0.359375,0.25,0.182291666666667
s267,0.775280898876405,0.151685393258427,0.0224719101123595,0.050561797752809
s268,0.241176470588235,0.282352941176471,0.276470588235294,0.2
s269,0.101694915254237,0.457627118644068,0.265536723163842,0.175141242937853
s270,0.736263736263736,0.203296703296703,0.032967032967033,0.0274725274725275
s271,0.195767195767196,0.412698412698413,0.248677248677249,0.142857142857143
s272,0.114754098360656,0.404371584699454,0.245901639344262,0.234972677595628
s273,0.714285714285714,0.225274725274725,0.0494505494505494,0.010989010989011
s274,0.107344632768362,0.491525423728814,0.23728813559322,0.163841807909605
s275,0.168604651162791,0.482558139534884,0.151162790697674,0.197674418604651
s276,0.651041666666667,0.270833333333333,0.0625,0.015625
s277,0.117977528089888,0.264044943820225,0.219101123595506,0.398876404494382
s278,0.0235294117647059,0.288235294117647,0.270588235294118,0.417647058823529
s279,0.785310734463277,0.163841807909605,0.0451977401129944,0.00564971751412429
s280,0.0164835164835165,0.285714285714286,0.274725274725275,0.423076923076923
s281.0,0.0164835164835165,0.0879120879120879,0.28021978021978,0.615384615384615
s281.1,0.0158730158730159,0.142857142857143,0.322751322751323,0.518518518518518
s281.2,0.0218579234972678,0.120218579234973,0.316939890710383,0.540983606557377
s281.3,0.107843137254902,0.308823529411765,0.475490196078431,0.107843137254902
s281.4,0.0225988700564972,0.135593220338983,0.361581920903955,0.480225988700565
s281.5,0.0174418604651163,0.0872093023255814,0.325581395348837,0.569767441860465
s281.6,0.00520833333333333,0.109375,0.276041666666667,0.609375
s281.7,0.0112359550561798,0.140449438202247,0.331460674157303,0.51685393258427
s281.8,0.0176470588235294,0.117647058823529,0.276470588235294,0.588235294117647
s281.9,0.0169491525423729,0.112994350282486,0.299435028248588,0.570621468926554
s282.0,0.214285714285714,0.406593406593407,0.241758241758242,0.137362637362637
s282.1,0.17989417989418,0.428571428571429,0.259259259259259,0.132275132275132
s282.2,0.245901639344262,0.377049180327869,0.224043715846995,0.153005464480874
s282.3,0.208791208791209,0.406593406593407,0.225274725274725,0.159340659340659
s282.4,0.192090395480226,0.480225988700565,0.225988700564972,0.101694915254237
s282.5,0.215116279069767,0.459302325581395,0.203488372093023,0.122093023255814
s282.6,0.234375,0.427083333333333,0.203125,0.135416666666667
s282.7,0.252808988764045,0.393258426966292,0.241573033707865,0.112359550561798
s282.8,0.217647058823529,0.4,0.211764705882353,0.170588235294118
s282.9,0.186440677966102,0.457627118644068,0.214689265536723,0.141242937853107
