sid,r01,r12,r21,r3x
s203,0.0227272727272727,0.210227272727273,0.357954545454545,0.409090909090909
s204,0.0239520958083832,0.413173652694611,0.293413173652695,0.269461077844311
s205,0.203592814371257,0.37125748502994,0.293413173652695,0.131736526946108
s206,0.561497326203209,0.342245989304813,0.0748663101604278,0.0213903743315508
s207,0.85207100591716,0.130177514792899,0.00591715976331361,0.0118343195266272
s208,0.0961538461538462,0.416666666666667,0.269230769230769,0.217948717948718
s209,0.102272727272727,0.289772727272727,0.318181818181818,0.289772727272727
s210,0.0166666666666667,0.2,0.283333333333333,0.5
s211,0.848648648648649,0.108108108108108,0.0378378378378378,0.00540540540540541
s212,0.277456647398844,0.300578034682081,0.277456647398844,0.144508670520231
s213,0.119318181818182,0.301136363636364,0.306818181818182,0.272727272727273
s214,0.395209580838323,0.407185628742515,0.125748502994012,0.0718562874251497
s215,0.0359281437125748,0.221556886227545,0.467065868263473,0.275449101796407
s216,0.598930481283422,0.267379679144385,0.0748663101604278,0.0588235294117647
s217,0.603550295857988,0.248520710059172,0.0828402366863905,0.0650887573964497
s218,0.0448717948717949,0.134615384615385,0.211538461538462,0.608974358974359
s219,0.0340909090909091,0.0625,0.221590909090909,0.681818181818182
s220,0.482758620689655,0.0258620689655172,0.00862068965517241,0.482758620689655
s221,0.0756756756756757,0.12972972972973,0.227027027027027,0.567567567567568
s222,0.354651162790698,0.401162790697674,0.162790697674419,0.0813953488372093
s223,0.602272727272727,0.261363636363636,0.102272727272727,0.0340909090909091
s224,0.0778443113772455,0.401197604790419,0.305389221556886,0.215568862275449
s225,0.215568862275449,0.491017964071856,0.179640718562874,0.11377245508982
s226,0.0213903743315508,0.133689839572193,0.374331550802139,0.470588235294118
s227,0.0236686390532544,0.301775147928994,0.313609467455621,0.36094674556213
s228,0.0192307692307692,0.237179487179487,0.282051282051282,0.461538461538462
s229,0.596590909090909,0.261363636363636,0.102272727272727,0.0397727272727273
s230,0.0111111111111111,0.111111111111111,0.355555555555556,0.522222222222222
s231,0.740540540540541,0.156756756756757,0.0702702702702703,0.0324324324324324
s232,0.145348837209302,0.441860465116279,0.238372093023256,0.174418604651163
s233,0.346590909090909,0.369318181818182,0.159090909090909,0.125
s234,0.0179640718562874,0.149700598802395,0.341317365269461,0.491017964071856
s235,0.0778443113772455,0.497005988023952,0.317365269461078,0.107784431137725
s236,0.0427807486631016,0.122994652406417,0.331550802139037,0.502673796791444
s237,0.656804733727811,0.260355029585799,0.0473372781065089,0.0355029585798817
s238,0.179487179487179,0.326923076923077,0.230769230769231,0.262820512820513
s239,0.0625,0.238636363636364,0.357954545454545,0.340909090909091
s240,0.0666666666666667,0.261111111111111,0.311111111111111,0.361111111111111
s241,0.167567567567568,0.318918918918919,0.194594594594595,0.318918918918919
s242,0.063953488372093,0.162790697674419,0.25,0.523255813953488
s243,0.0738636363636364,0.221590909090909,0.386363636363636,0.318181818181818
s244,0.413173652694611,0.419161676646707,0.131736526946108,0.0359281437125748
s245,0.766467065868264,0.161676646706587,0.0479041916167665,0.0239520958083832
s246,0.882352941176471,0.0909090909090909,0.0106951871657754,0.0160427807486631
s247,0.0355029585798817,0.183431952662722,0.343195266272189,0.437869822485207
s248,0.115384615384615,0.378205128205128,0.282051282051282,0.224358974358974
s249,0.0170454545454545,0.272727272727273,0.420454545454545,0.289772727272727
s250,0.344444444444444,0.4,0.155555555555556,0.1
s251,0.0432432432432432,0.356756756756757,0.335135135135135,0.264864864864865
s252,0.861271676300578,0.104046242774566,0.0115606936416185,0.023121387283237
s253,0.0880829015544041,0.22279792746114,0.601036269430052,0.0880829015544041
s254,0.425149700598802,0.383233532934132,0.155688622754491,0.0359281437125748
s255,0.293413173652695,0.389221556886228,0.239520958083832,0.0778443113772455
s256,0.0160427807486631,0.117647058823529,0.336898395721925,0.529411764705882
s257,0.029585798816568,0.337278106508876,0.319526627218935,0.313609467455621
s258,0.0641025641025641,0.397435897435897,0.25,0.288461538461538
s259,0.0113636363636364,0.227272727272727,0.306818181818182,0.454545454545455
s260,0.2,0.466666666666667,0.205555555555556,0.127777777777778
s261,0.335135135135135,0.518918918918919,0.102702702702703,0.0432432432432432
s262,0.023121387283237,0.132947976878613,0.294797687861272,0.549132947976879
s263,0.170454545454545,0.431818181818182,0.272727272727273,0.125
s264,0.134715025906736,0.227979274611399,0.50259067357513,0.134715025906736
s265,0.425149700598802,0.317365269461078,0.143712574850299,0.11377245508982
s266,0.20855614973262,0.358288770053476,0.251336898395722,0.181818181818182
s267,0.781065088757396,0.142011834319527,0.0236686390532544,0.0532544378698225
s268,0.25,0.269230769230769,0.275641025641026,0.205128205128205
s269,0.102272727272727,0.454545454545455,0.267045454545455,0.176136363636364
s270,0.738888888888889,0.2,0.0333333333333333,0.0277777777777778
s271,0.194594594594595,0.410810810810811,0.248648648648649,0.145945945945946
s272,0.121387283236994,0.38150289017341,0.254335260115607,0.242774566473988
s273,0.727272727272727,0.215909090909091,0.0454545454545455,0.0113636363636364
s274,0.101796407185629,0.479041916167665,0.245508982035928,0.173652694610778
s275,0.155688622754491,0.48502994011976,0.155688622754491,0.203592814371257
s276,0.657754010695187,0.272727272727273,0.0588235294117647,0.0106951871657754
s277,0.118343195266272,0.242603550295858,0.218934911242604,0.420118343195266
s278,0.0256410256410256,0.256410256410256,0.269230769230769,0.448717948717949
s279,0.441269841269841,0.0920634920634921,0.0253968253968254,0.441269841269841
s280,0.0166666666666667,0.277777777777778,0.277777777777778,0.427777777777778
s281.0,0.0166666666666667,0.0777777777777778,0.283333333333333,0.622222222222222
s281.1,0.0162162162162162,0.124324324324324,0.32972972972973,0.52972972972973
s281.2,0.023121387283237,0.104046242774566,0.30635838150289,0.566473988439306
s281.3,0.102040816326531,0.306122448979592,0.489795918367347,0.102040816326531
s281.4,0.0179640718562874,0.11377245508982,0.359281437125749,0.508982035928144
s281.5,0.0119760479041916,0.0718562874251497,0.329341317365269,0.586826347305389
s281.6,0.0053475935828877,0.101604278074866,0.272727272727273,0.620320855614973
s281.7,0.0118343195266272,0.112426035502959,0.331360946745562,0.544378698224852
s281.8,0.0192307692307692,0.102564102564103,0.237179487179487,0.641025641025641
s281.9,0.0170454545454545,0.113636363636364,0.301136363636364,0.568181818181818
s282.0,0.216666666666667,0.4,0.244444444444444,0.138888888888889
s282.1,0.172972972972973,0.432432432432432,0.259459459459459,0.135135135135135
s282.2,0.248554913294798,0.369942196531792,0.219653179190751,0.161849710982659
s282.3,0.215909090909091,0.397727272727273,0.221590909090909,0.164772727272727
s282.4,0.18562874251497,0.467065868263473,0.239520958083832,0.107784431137725
s282.5,0.215568862275449,0.449101796407186,0.209580838323353,0.125748502994012
s282.6,0.235294117647059,0.427807486631016,0.203208556149733,0.133689839572193
s282.7,0.266272189349112,0.372781065088757,0.242603550295858,0.118343195266272
s282.8,0.217948717948718,0.378205128205128,0.217948717948718,0.185897435897436
s282.9,0.1875,0.460227272727273,0.215909090909091,0.136363636363636
